eeg_id,eeg_sub_id,spectrogram_id,spectrogram_sub_id,fold1,fold2,fold3,fold4,fold5
690285155,0,1511191600,1,0,0,1,0,0
837639030,1,855423922,7,0,0,1,0,0
875382514,3,735057856,3,0,0,1,0,0
923430193,11,1867651174,11,0,0,1,0,0
942973929,2,862174834,2,0,0,1,0,0
1009851105,4,1290058554,4,0,0,1,0,0
1015533435,0,615024327,21,0,0,1,0,0
1103115184,1,1585083551,1,0,0,1,0,0
1116766556,0,615024327,16,0,0,1,0,0
1185524606,0,1511191600,0,0,0,1,0,0
1239117806,1,709763518,12,0,0,1,0,0
1260614805,5,679305736,5,0,0,1,0,0
1345588872,7,2005012962,7,0,0,1,0,0
1664924618,6,1725544905,6,0,0,1,0,0
1797000067,1,615024327,4,0,0,1,0,0
1912200253,2,615024327,13,0,0,1,0,0
1919577166,1,118074301,1,0,0,1,0,0
1930548687,1,766959990,1,0,0,1,0,0
1930548687,6,766959990,6,0,0,1,0,0
1940518921,6,1868506612,6,0,0,1,0,0
1952063279,2,1569737111,2,0,0,1,0,0
2082496388,3,855423922,3,0,0,1,0,0
2205653925,16,1793003932,16,0,0,1,0,0
2320847348,0,1511191600,5,0,0,1,0,0
2446510627,3,1585083551,5,0,0,1,0,0
2501112694,0,615024327,8,0,0,1,0,0
2574633840,1,615024327,18,0,0,1,0,0
2883868022,3,1023986324,3,0,0,1,0,0
2921685976,1,1166859770,1,0,0,1,0,0
3010079571,13,512942690,13,0,0,1,0,0
3080958550,3,1868506612,16,0,0,1,0,0
3176396949,0,615024327,7,0,0,1,0,0
3249705530,1,1511191600,4,0,0,1,0,0
3274504260,7,157195678,7,0,0,1,0,0
3279124781,0,615024327,2,0,0,1,0,0
3281407817,0,1350945113,0,0,0,1,0,0
3281407817,2,1350945113,2,0,0,1,0,0
3451812593,1,227654674,1,0,0,1,0,0
3681672696,4,53531181,4,0,0,1,0,0
3693485834,1,465968590,1,0,0,1,0,0
3762078156,1,615024327,1,0,0,1,0,0
3798429525,1,615024327,10,0,0,1,0,0
3857492806,0,1511191600,2,0,0,1,0,0
3935455658,3,1931510285,3,0,0,1,0,0
3935455658,8,1931510285,8,0,0,1,0,0
3956319299,1,615024327,20,0,0,1,0,0
4069948304,7,460983690,7,0,0,1,0,0
4089891800,2,691023228,2,0,0,1,0,0
4235527111,0,615024327,6,0,0,1,0,0
4243577960,2,1703980418,2,0,0,1,0,0
4169189665,7,550253518,7,0,0,0,1,0
729013664,0,686827331,0,0,0,0,1,0
1710713704,3,2013976408,3,0,0,0,1,0
1710713704,7,2013976408,7,0,0,0,1,0
1710713704,10,2013976408,10,0,0,0,1,0
3116079899,1,222326388,1,0,0,0,1,0
3116079899,3,222326388,3,0,0,0,1,0
3116079899,5,222326388,5,0,0,0,1,0
1307754176,0,1220012164,0,0,1,0,0,0
2602210883,0,975412183,0,0,1,0,0,0
2674807420,1,1761007813,1,0,1,0,0,0
2796850669,3,583209973,3,0,1,0,0,0
3636770669,4,310292938,4,0,1,0,0,0
1988991747,1,122219613,1,0,0,1,0,0
2495006719,0,1436131373,0,0,0,1,0,0
76728585,0,1660912194,0,0,0,0,1,0
3254954212,2,398090478,2,0,0,0,1,0
357784365,3,2092600929,3,0,0,0,1,0
3645991882,0,249025836,0,0,0,0,1,0
706554601,0,1654581919,0,0,0,0,0,1
1839966899,1,1049139549,1,0,0,0,0,1
3271450766,1,1934781967,1,0,0,0,0,1
3838859089,1,830943763,1,0,0,0,0,1
523993542,2,1509866634,2,1,0,0,0,0
958932763,4,1578376681,4,1,0,0,0,0
4149070824,2,659691991,2,1,0,0,0,0
1083464967,2,48811727,2,0,0,0,1,0
1083464967,4,48811727,4,0,0,0,1,0
1083464967,10,48811727,10,0,0,0,1,0
1861043274,1,1672008287,1,0,0,0,1,0
1861043274,4,1672008287,4,0,0,0,1,0
2573496268,0,144155923,0,0,0,0,1,0
1459971482,14,574679986,14,0,0,0,1,0
3107590228,0,1749853848,0,0,0,0,1,0
3179082953,1,2044830507,1,0,0,0,1,0
230140545,1,488717014,1,0,1,0,0,0
871834175,0,261037399,0,0,1,0,0,0
901228793,0,538967545,0,0,1,0,0,0
1156967300,1,1596172027,1,0,1,0,0,0
1542745222,0,135338704,0,0,1,0,0,0
1586305467,1,578372170,1,0,1,0,0,0
2574595366,1,1764051897,1,0,1,0,0,0
2699981091,35,1833008322,35,0,1,0,0,0
2992127004,3,854505480,3,0,1,0,0,0
3431480582,8,46644725,8,0,1,0,0,0
3744986076,2,1654242570,2,0,1,0,0,0
4062381378,4,75406897,4,0,1,0,0,0
4062381378,11,75406897,11,0,1,0,0,0
4083701056,6,198084737,6,0,1,0,0,0
4168655879,10,368406613,10,0,1,0,0,0
3047635855,0,28802326,0,0,1,0,0,0
888989192,0,1681181945,0,0,1,0,0,0
2902614357,2,1681181945,3,0,1,0,0,0
3101644242,1,1681181945,6,0,1,0,0,0
2331279281,1,307977578,1,1,0,0,0,0
2472093870,4,185968169,4,1,0,0,0,0
3309654320,0,1002318990,0,1,0,0,0,0
3883253825,0,1362917907,0,1,0,0,0,0
574269039,3,441561193,3,0,0,0,1,0
3038398643,2,1565026489,2,0,0,0,1,0
153214527,0,798631986,0,0,0,0,0,1
647562570,0,1200163859,0,0,0,0,0,1
1192580869,2,238675822,2,0,0,0,0,1
1618328341,6,900482955,6,0,0,0,0,1
2104091815,0,1377959403,0,0,0,0,0,1
2627045708,5,1898487601,5,0,0,0,0,1
4077694332,1,896316441,1,0,0,0,0,1
4281040368,0,612439931,0,0,0,0,0,1
582999,5,1552638400,5,0,1,0,0,0
335308382,6,377658292,6,0,1,0,0,0
515467357,3,1577232895,3,0,1,0,0,0
897266797,3,2044989649,3,0,1,0,0,0
936135635,0,378499522,0,0,1,0,0,0
936135635,1,378499522,1,0,1,0,0,0
936135635,5,378499522,5,0,1,0,0,0
1380540444,2,981837820,2,0,1,0,0,0
2435687142,3,1624213104,3,0,1,0,0,0
2796406655,0,402751423,0,0,1,0,0,0
3278454153,4,1787071964,4,0,1,0,0,0
930350303,0,35590648,7,0,1,0,0,0
1824181694,5,266975831,5,0,1,0,0,0
3434218892,0,35590648,0,0,1,0,0,0
3448085209,2,35590648,4,0,1,0,0,0
4040703151,0,35590648,1,0,1,0,0,0
316750397,0,1863510831,0,0,0,1,0,0
1227405002,1,827390269,1,0,0,1,0,0
1456368102,0,829498631,0,0,0,1,0,0
1946214415,0,1931415867,0,0,0,1,0,0
2563931026,0,248942024,0,0,0,1,0,0
2956620029,1,741811133,1,0,0,1,0,0
3015865741,0,731606383,0,0,0,1,0,0
3502933456,0,2042224273,0,0,0,1,0,0
3590276951,0,959648179,0,0,0,1,0,0
206781586,1,624904327,1,0,0,0,0,1
298615529,3,677717848,3,0,0,0,0,1
378444690,1,25203630,1,0,0,0,0,1
417262363,3,861679938,3,0,0,0,0,1
616811273,3,1650980513,3,0,0,0,0,1
616811273,8,1650980513,8,0,0,0,0,1
1140013843,1,1631653339,1,0,0,0,0,1
1185536474,2,232424123,4,0,0,0,0,1
1332856436,0,996893378,3,0,0,0,0,1
1457534413,2,1776337504,10,0,0,0,0,1
1551706739,1,232424123,1,0,0,0,0,1
1616303920,0,1776337504,0,0,0,0,0,1
1721634951,2,2088850468,2,0,0,0,0,1
1822125826,1,996893378,1,0,0,0,0,1
1869465581,2,117030085,2,0,0,0,0,1
1915888302,2,363000796,2,0,0,0,0,1
3059877679,1,757897285,1,0,0,0,0,1
3133480741,1,542786792,1,0,0,0,0,1
3186975354,0,1550211837,0,0,0,0,0,1
3338008592,0,251188407,0,0,0,0,0,1
3608012773,1,439417200,1,0,0,0,0,1
4027825878,3,1776337504,4,0,0,0,0,1
4027974492,5,1650980513,14,0,0,0,0,1
4229308178,1,1196856316,1,0,0,0,0,1
4265777247,1,124754812,1,0,0,0,0,1
1932187202,4,1137156745,4,0,0,0,0,1
1932187202,9,1137156745,9,0,0,0,0,1
1932187202,12,1137156745,12,0,0,0,0,1
2573764857,0,1267249813,0,0,0,0,0,1
19780434,2,1326122787,2,0,0,0,0,1
3834911964,2,183845289,2,1,0,0,0,0
3834911964,5,183845289,5,1,0,0,0,0
3834911964,8,183845289,8,1,0,0,0,0
5586700,0,619167662,1,1,0,0,0,0
125412815,0,226714583,7,1,0,0,0,0
151601460,0,2116402384,1,1,0,0,0,0
203292838,0,1762218288,0,1,0,0,0,0
302577652,0,710351196,0,1,0,0,0,0
323051786,0,552408507,0,1,0,0,0,0
467644204,0,1224721888,10,1,0,0,0,0
482841719,0,826507457,0,1,0,0,0,0
642743334,0,1715383070,4,1,0,0,0,0
668062841,0,619167662,0,1,0,0,0,0
679047082,0,902120395,0,1,0,0,0,0
725766374,0,1218284469,0,1,0,0,0,0
737365848,0,230144523,3,1,0,0,0,0
756223289,1,902120395,3,1,0,0,0,0
774978522,0,47797843,0,1,0,0,0,0
828629006,0,1762218288,6,1,0,0,0,0
861753013,0,226714583,1,1,0,0,0,0
898042512,1,79952781,3,1,0,0,0,0
925669536,1,1224721888,4,1,0,0,0,0
1005200526,0,342004973,0,1,0,0,0,0
1022769212,0,1224721888,0,1,0,0,0,0
1186123941,0,378532504,0,1,0,0,0,0
1211919591,0,230144523,0,1,0,0,0,0
1264130563,0,552408507,1,1,0,0,0,0
1310543137,0,1224721888,9,1,0,0,0,0
1327593135,0,1655258973,1,1,0,0,0,0
1335145487,0,288049383,0,1,0,0,0,0
1360671791,0,1224721888,7,1,0,0,0,0
1363868195,0,359622013,4,1,0,0,0,0
1389417736,0,857752773,1,1,0,0,0,0
1596485499,0,857752773,0,1,0,0,0,0
1671649672,0,172105212,0,1,0,0,0,0
1843888304,0,226714583,8,1,0,0,0,0
1871415958,0,226714583,2,1,0,0,0,0
1898545648,0,1224721888,5,1,0,0,0,0
1910534472,0,1715383070,6,1,0,0,0,0
1944792675,0,984677159,0,1,0,0,0,0
1969027192,0,820904816,0,1,0,0,0,0
2047085236,2,1715383070,9,1,0,0,0,0
2050833652,1,230144523,7,1,0,0,0,0
2065870524,0,359622013,1,1,0,0,0,0
2067880638,0,1273076918,0,1,0,0,0,0
2068089818,0,79952781,0,1,0,0,0,0
2078800037,0,2116402384,3,1,0,0,0,0
2129109807,0,1715383070,5,1,0,0,0,0
2137025024,0,359622013,2,1,0,0,0,0
2195206770,0,359622013,0,1,0,0,0,0
2307563639,0,481807039,0,1,0,0,0,0
2316276690,0,226714583,9,1,0,0,0,0
2395395005,0,1715383070,2,1,0,0,0,0
2399627181,0,47797843,1,1,0,0,0,0
2505241646,0,1224721888,8,1,0,0,0,0
2505525394,0,2116402384,2,1,0,0,0,0
2537068305,0,646549604,0,1,0,0,0,0
2554233087,1,359622013,6,1,0,0,0,0
2571284536,0,172105212,1,1,0,0,0,0
2639167344,0,2116402384,4,1,0,0,0,0
2657976101,0,826507457,1,1,0,0,0,0
2665407383,0,826507457,2,1,0,0,0,0
2730722501,0,79952781,1,1,0,0,0,0
2768985085,0,230144523,1,1,0,0,0,0
2841564559,0,1655258973,0,1,0,0,0,0
2898028624,0,1327680140,0,1,0,0,0,0
2901151005,1,1715383070,1,1,0,0,0,0
2951073689,1,1870335236,1,1,0,0,0,0
2979812242,0,230144523,2,1,0,0,0,0
3059171912,2,226714583,5,1,0,0,0,0
3062570857,0,481807039,1,1,0,0,0,0
3065714396,0,1658629705,0,1,0,0,0,0
3130369909,2,1762218288,3,1,0,0,0,0
3226868638,0,371630811,0,1,0,0,0,0
3326784201,0,230144523,4,1,0,0,0,0
3327504011,0,226714583,0,1,0,0,0,0
3371736699,0,149028838,0,1,0,0,0,0
3433109019,0,2116402384,0,1,0,0,0,0
3507352781,1,1224721888,2,1,0,0,0,0
3568745189,0,142785969,0,1,0,0,0,0
3677981504,0,340271465,0,1,0,0,0,0
3702447603,0,230144523,5,1,0,0,0,0
3707844385,0,1152072732,0,1,0,0,0,0
3877319775,0,1776557958,0,1,0,0,0,0
3895934352,0,1224721888,6,1,0,0,0,0
3918662578,0,902120395,1,1,0,0,0,0
3977771052,0,1715383070,3,1,0,0,0,0
4004557161,0,1642511781,0,1,0,0,0,0
4014324217,1,1687865769,1,1,0,0,0,0
4056529955,0,226714583,10,1,0,0,0,0
4057917225,0,416913102,0,1,0,0,0,0
4068835660,0,371630811,1,1,0,0,0,0
4141981571,0,359622013,3,1,0,0,0,0
4245911708,0,820904816,1,1,0,0,0,0
4251327286,0,646549604,1,1,0,0,0,0
4261965329,0,142785969,1,1,0,0,0,0
3631842776,4,1092033919,4,0,1,0,0,0
1437016107,0,2145805074,0,0,0,0,1,0
2499574890,0,975533510,0,0,0,0,1,0
2730245112,0,42935041,0,0,0,0,1,0
4190456516,1,224110796,1,0,0,0,1,0
2482631,3,978166025,77,0,1,0,0,0
120999320,0,978166025,82,0,1,0,0,0
315395989,0,1919957716,6,0,1,0,0,0
405280342,2,1919957716,2,0,1,0,0,0
560330808,4,1721204744,4,0,1,0,0,0
1010760130,0,978166025,72,0,1,0,0,0
1254086231,16,978166025,16,0,1,0,0,0
1286529125,4,978166025,37,0,1,0,0,0
1286529125,12,978166025,45,0,1,0,0,0
1286529125,17,978166025,50,0,1,0,0,0
1607138617,1,1919957716,5,0,1,0,0,0
1651831947,2,978166025,55,0,1,0,0,0
1651831947,11,978166025,64,0,1,0,0,0
1655336311,0,289722124,0,0,1,0,0,0
2115765982,0,978166025,81,0,1,0,0,0
2123766537,2,1841055940,2,0,1,0,0,0
2362675263,0,978166025,71,0,1,0,0,0
2832066922,0,978166025,73,0,1,0,0,0
3302960876,0,978166025,52,0,1,0,0,0
3353826354,2,1913103159,2,0,1,0,0,0
4284401250,0,1498491696,0,0,1,0,0,0
3278996583,4,1468039610,4,0,0,0,1,0
568657,2,789577333,2,0,0,1,0,0
330358359,0,111849438,0,1,0,0,0,0
658288215,2,27511953,2,1,0,0,0,0
671122526,2,1773644740,2,1,0,0,0,0
2324853993,4,1742723210,4,1,0,0,0,0
3756753105,2,1381092172,2,1,0,0,0,0
3822602668,2,1922566599,2,1,0,0,0,0
4034245213,2,118274985,2,1,0,0,0,0
507490914,2,83971795,2,0,0,0,0,1
714492322,8,296993251,8,0,0,0,0,1
743116926,0,507565167,0,0,0,0,0,1
1719505477,4,1227166669,4,0,0,0,0,1
1867786984,3,364272312,3,0,0,0,0,1
2417990983,0,1201484082,15,0,0,0,0,1
2904853525,4,1201484082,4,0,0,0,0,1
2904853525,11,1201484082,11,0,0,0,0,1
2904853525,14,1201484082,14,0,0,0,0,1
2915258892,1,1117402868,1,0,0,0,0,1
3287440963,0,136804571,0,0,0,0,0,1
1036506711,2,1466042505,2,0,0,0,0,1
2848739953,1,1623237552,1,0,0,0,0,1
3400180407,2,1466042505,6,0,0,0,0,1
633022086,6,521670100,6,1,0,0,0,0
1241039856,0,1755489234,3,1,0,0,0,0
1389593542,1,1561454557,1,1,0,0,0,0
1389593542,5,1561454557,5,1,0,0,0,0
1389593542,12,1561454557,12,1,0,0,0,0
1454499622,1,1105352812,1,1,0,0,0,0
1540593350,1,1731169029,1,1,0,0,0,0
1915830671,0,1755489234,2,1,0,0,0,0
2261652160,1,1755489234,1,1,0,0,0,0
2583882770,0,1755489234,4,1,0,0,0,0
3503121542,0,204554457,0,1,0,0,0,0
3792223532,3,162977167,3,1,0,0,0,0
3797405749,1,767305841,1,1,0,0,0,0
3867233326,0,2076377116,0,1,0,0,0,0
936689712,3,1416383716,3,0,0,0,1,0
2798737613,2,1003735183,2,0,0,0,1,0
3756315201,2,87458756,2,0,0,0,1,0
600196006,1,148008640,1,1,0,0,0,0
2788255019,0,49235867,0,1,0,0,0,0
3070383036,1,168662693,1,0,1,0,0,0
207180296,8,1196339311,8,0,0,1,0,0
1695880945,1,176499331,1,0,0,1,0,0
1695880945,3,176499331,3,0,0,1,0,0
1749929245,1,541771140,1,0,0,1,0,0
2257559305,3,988916758,3,0,0,1,0,0
3807918346,1,33870641,1,0,0,1,0,0
1778697952,2,633503927,2,0,0,0,1,0
1953357460,3,58387032,3,0,0,0,1,0
2440282769,0,407110060,0,0,0,0,1,0
280907771,1,1479965813,1,0,0,0,0,1
280907771,3,1479965813,3,0,0,0,0,1
280907771,6,1479965813,6,0,0,0,0,1
1551708017,3,439758484,3,0,0,0,0,1
1551708017,7,439758484,7,0,0,0,0,1
1551708017,11,439758484,11,0,0,0,0,1
3178149303,0,2133722297,0,0,0,0,0,1
782668400,0,838157593,0,0,0,0,1,0
1099743726,0,1505159379,0,0,0,0,1,0
1273580097,0,1794326109,0,0,0,0,1,0
1473684439,3,1042433602,3,0,0,0,1,0
135705740,1,1715144289,1,1,0,0,0,0
505684073,2,1739541277,2,1,0,0,0,0
230763115,1,783168026,1,0,1,0,0,0
230763115,9,783168026,9,0,1,0,0,0
272609011,2,429839935,2,0,1,0,0,0
758774293,3,1930040525,3,0,1,0,0,0
811679170,2,630744583,2,0,1,0,0,0
886365370,2,1981764756,2,0,1,0,0,0
1531733736,2,842373074,2,0,1,0,0,0
1892761399,5,383037322,5,0,1,0,0,0
1963472420,0,1642877160,0,0,1,0,0,0
1974064501,2,1167387589,2,0,1,0,0,0
3154236876,1,2123398059,1,0,1,0,0,0
3198023863,1,1165487360,1,0,1,0,0,0
3386837789,2,1642877160,3,0,1,0,0,0
3545250978,0,1642877160,5,0,1,0,0,0
159467578,2,216247047,2,0,0,1,0,0
950888087,0,1166293947,0,0,0,1,0,0
3451600176,0,606473112,0,0,0,1,0,0
852589664,1,453653222,1,0,0,0,1,0
852589664,6,453653222,6,0,0,0,1,0
1075088596,1,1348006133,1,0,0,0,1,0
1858354794,1,136134746,1,0,0,0,1,0
2224887424,2,1397152111,2,0,0,0,1,0
2224887424,10,1397152111,10,0,0,0,1,0
3035779933,1,1055830027,1,0,0,0,1,0
3096178258,3,1758605652,3,0,0,0,1,0
4052175701,1,990112887,1,0,0,0,1,0
836421238,2,351663908,2,0,0,1,0,0
3119715297,2,1760465251,2,0,0,1,0,0
3290120781,2,1684435272,2,0,0,1,0,0
250053444,0,1127272593,0,0,0,0,0,1
396516330,0,1597741361,0,0,0,0,0,1
2091960775,3,726277972,3,0,0,0,0,1
1103440233,3,85185174,5,0,1,0,0,0
1570071409,3,1058955083,3,0,1,0,0,0
1816943241,1,85185174,1,0,1,0,0,0
523349505,0,782766106,0,1,0,0,0,0
1390802557,2,782766106,3,1,0,0,0,0
1811608143,0,901803752,0,1,0,0,0,0
2123454758,14,318528801,14,1,0,0,0,0
2198648591,0,915397498,0,1,0,0,0,0
2198648591,1,915397498,1,1,0,0,0,0
2198648591,3,915397498,3,1,0,0,0,0
2198648591,4,915397498,4,1,0,0,0,0
2198648591,5,915397498,5,1,0,0,0,0
2198648591,8,915397498,8,1,0,0,0,0
3622967302,0,318528801,28,1,0,0,0,0
3660266997,0,1968515194,0,1,0,0,0,0
140171323,1,281392453,1,0,0,1,0,0
3833280609,1,56366198,1,0,0,1,0,0
4129618193,0,31673649,0,0,0,1,0,0
260976581,3,181742582,3,0,1,0,0,0
1896346535,0,1036997725,0,0,1,0,0,0
2760309530,7,1404838240,12,0,1,0,0,0
3664146025,2,1404838240,2,0,1,0,0,0
584229422,4,101920397,4,1,0,0,0,0
821255802,7,1845408745,7,0,0,1,0,0
2141368042,1,905103113,1,0,0,1,0,0
2141368042,5,905103113,5,0,0,1,0,0
2141368042,9,905103113,9,0,0,1,0,0
2394018103,6,1173257660,6,0,0,1,0,0
2678502317,2,119499572,2,0,0,1,0,0
2906001188,2,1845408745,16,0,0,1,0,0
3217119311,1,906167017,1,0,0,1,0,0
2556579258,0,497627212,0,0,0,0,1,0
3016020651,2,685192409,2,0,0,1,0,0
3016020651,6,685192409,6,0,0,1,0,0
3016020651,8,685192409,8,0,0,1,0,0
4120744998,1,1692919020,1,0,0,1,0,0
4120744998,3,1692919020,3,0,0,1,0,0
4120744998,4,1692919020,4,0,0,1,0,0
4120744998,7,1692919020,7,0,0,1,0,0
2282237252,1,201525820,1,0,0,0,1,0
2413190153,0,675162694,0,0,0,0,1,0
3506351042,0,822873622,0,0,0,0,1,0
4157383663,0,1441936463,0,0,0,0,1,0
207793942,1,2090429813,9,1,0,0,0,0
270260016,1,596385752,1,1,0,0,0,0
349308175,0,1226239172,0,1,0,0,0,0
3220000992,1,2090429813,6,1,0,0,0,0
3377433593,2,2090429813,2,1,0,0,0,0
2487654290,1,1914179088,1,0,0,0,0,1
1218138583,2,1971173970,2,0,0,1,0,0
5993793,1,1214465957,1,0,1,0,0,0
56410582,2,953823724,2,0,1,0,0,0
56410582,5,953823724,5,0,1,0,0,0
1938346146,0,1343256388,0,0,1,0,0,0
2837436873,1,1606980089,1,0,1,0,0,0
2837436873,2,1606980089,2,0,1,0,0,0
2837436873,4,1606980089,4,0,1,0,0,0
3382898084,2,917868035,2,0,1,0,0,0
3382898084,4,917868035,4,0,1,0,0,0
3382898084,6,917868035,6,0,1,0,0,0
4220744059,0,1229524257,0,0,1,0,0,0
48724141,0,245419544,0,0,0,1,0,0
944845698,2,533719596,2,0,0,1,0,0
2833719547,1,1830303383,1,0,0,1,0,0
891960470,4,2132661949,4,0,0,0,1,0
891960470,8,2132661949,8,0,0,0,1,0
891960470,13,2132661949,13,0,0,0,1,0
2600490931,6,1935806296,6,0,0,0,1,0
2600490931,13,1935806296,13,0,0,0,1,0
2600490931,18,1935806296,18,0,0,0,1,0
1093416677,16,909745998,16,0,0,0,1,0
1765840844,0,2057111220,0,0,0,0,1,0
2738969055,6,179039280,6,0,0,0,1,0
223097506,1,642729527,1,0,0,0,0,1
223097506,4,642729527,4,0,0,0,0,1
1033487223,1,941310346,1,0,0,0,0,1
1033487223,3,941310346,3,0,0,0,0,1
1033487223,5,941310346,5,0,0,0,0,1
1196069003,0,258346526,0,0,0,0,0,1
775067904,1,2123071284,1,1,0,0,0,0
1047471605,5,769434707,5,1,0,0,0,0
3050418000,1,1798785743,1,1,0,0,0,0
3672575207,0,1798785743,2,1,0,0,0,0
2166673542,4,928825124,4,0,0,0,1,0
2166673542,9,928825124,9,0,0,0,1,0
2166673542,12,928825124,12,0,0,0,1,0
4143160969,0,19261529,0,0,0,0,1,0
344454957,0,1614380511,1,0,0,0,0,1
3398313891,0,1614380511,0,0,0,0,0,1
378580408,2,210943719,2,0,0,1,0,0
3766321220,0,1661353529,0,0,0,1,0,0
1235037662,4,654045622,4,0,1,0,0,0
2191761063,5,1524721337,5,0,1,0,0,0
2789588458,5,110225523,5,0,1,0,0,0
214584394,8,1878964272,8,0,0,0,1,0
305507271,10,1697156215,10,0,0,0,1,0
365395790,3,1010948993,3,0,0,0,1,0
382009130,1,727194415,1,0,0,0,1,0
447866351,3,1339508223,3,0,0,0,1,0
1312393121,1,227616037,1,0,0,0,1,0
1312393121,3,227616037,3,0,0,0,1,0
1312393121,5,227616037,5,0,0,0,1,0
2158025851,3,227616037,10,0,0,0,1,0
2312823072,2,1403160996,2,0,0,0,1,0
2625842100,4,227616037,17,0,0,0,1,0
3466030215,0,1571717556,0,0,0,0,1,0
3913869895,1,797969858,1,0,0,0,1,0
206288746,1,404903818,1,0,0,0,0,1
926209078,0,457584603,0,0,0,0,0,1
2240422069,0,598428012,0,0,0,0,0,1
2546503983,3,2098183137,3,0,0,0,0,1
2684218327,0,1225887086,0,0,0,0,0,1
2748448578,2,874570848,2,0,0,0,0,1
4033482588,2,312646570,2,0,0,0,0,1
34513683,0,1569759848,6,0,0,1,0,0
140492092,3,762386070,3,0,0,1,0,0
250172556,0,1255115161,4,0,0,1,0,0
511967446,0,538484154,0,0,0,1,0,0
525014184,0,1569759848,2,0,0,1,0,0
575307399,2,581679466,3,0,0,1,0,0
791524129,1,1889817766,7,0,0,1,0,0
886099395,1,627770037,1,0,0,1,0,0
1090151176,2,941488010,2,0,0,1,0,0
1257637832,0,1569759848,1,0,0,1,0,0
1275238980,1,1255115161,2,0,0,1,0,0
1513254928,0,1569759848,0,0,0,1,0,0
1626483520,0,1889817766,4,0,0,1,0,0
1853932513,1,1569759848,4,0,0,1,0,0
1941724471,1,1889817766,1,0,0,1,0,0
2750557840,1,2146188334,1,0,0,1,0,0
2989180290,0,1889817766,5,0,0,1,0,0
3190213597,0,581679466,0,0,0,1,0,0
3265350761,2,1651296157,2,0,0,1,0,0
3287890236,0,1255115161,0,0,0,1,0,0
3565730699,4,1678003294,4,0,0,1,0,0
3723055594,0,1889817766,3,0,0,1,0,0
4250584600,1,1651296157,6,0,0,1,0,0
1441443938,2,1163146231,2,0,0,0,0,1
1702532153,0,744838481,0,0,0,0,0,1
1830499058,2,1608281417,2,0,0,0,0,1
1830499058,7,1608281417,7,0,0,0,0,1
1830499058,11,1608281417,11,0,0,0,0,1
41811879,16,1756758120,16,0,0,1,0,0
530414928,0,2094463100,0,0,0,1,0,0
530414928,4,2094463100,4,0,0,1,0,0
530414928,8,2094463100,8,0,0,1,0,0
995242685,0,1874350968,0,0,0,1,0,0
1403860944,16,1582228100,16,0,0,1,0,0
2501470710,29,2094463100,39,0,0,1,0,0
3417191746,1,332957653,1,0,0,1,0,0
3417191746,2,332957653,2,0,0,1,0,0
3417191746,5,332957653,5,0,0,1,0,0
1270910251,1,552655731,1,0,0,1,0,0
1270910251,2,552655731,2,0,0,1,0,0
1270910251,4,552655731,4,0,0,1,0,0
2952254855,2,498076709,2,0,0,1,0,0
2952254855,5,498076709,5,0,0,1,0,0
2952254855,7,498076709,7,0,0,1,0,0
3500685724,2,703819313,2,0,0,1,0,0
3500685724,5,703819313,5,0,0,1,0,0
9859330,4,621122498,5,0,0,0,0,1
119167896,0,70745902,0,0,0,0,0,1
119167896,3,70745902,3,0,0,0,0,1
131383993,0,1358664318,2,0,0,0,0,1
142901500,2,12916371,34,0,0,0,0,1
158208938,28,1488564716,29,0,0,0,0,1
179034757,2,925392155,30,0,0,0,0,1
212125549,1,610718961,2,0,0,0,0,1
267394630,0,823373419,0,0,0,0,0,1
267394630,2,823373419,2,0,0,0,0,1
293554643,3,1401291322,3,0,0,0,0,1
301329487,0,239596022,0,0,0,0,0,1
318600245,0,1358664318,26,0,0,0,0,1
318600245,5,1358664318,31,0,0,0,0,1
372500463,0,1166219211,0,0,0,0,0,1
380661217,4,1372613649,15,0,0,0,0,1
534586923,1,2004290407,3,0,0,0,0,1
541404808,0,2004290407,0,0,0,0,0,1
564111727,5,1144059722,5,0,0,0,0,1
576512491,2,925392155,7,0,0,0,0,1
577627262,0,551813071,11,0,0,0,0,1
656863705,1,197268513,13,0,0,0,0,1
656863705,2,197268513,14,0,0,0,0,1
656863705,3,197268513,15,0,0,0,0,1
659410253,2,374749243,2,0,0,0,0,1
675867705,2,2139992101,2,0,0,0,0,1
683280670,0,419600779,4,0,0,0,0,1
688144754,5,1358664318,9,0,0,0,0,1
736099120,0,925392155,33,0,0,0,0,1
924755636,2,197268513,10,0,0,0,0,1
962472101,2,1372613649,6,0,0,0,0,1
964788624,0,1488564716,0,0,0,0,0,1
1002136740,26,1488564716,84,0,0,0,0,1
1004534549,4,1053894765,5,0,0,0,0,1
1022751153,0,1773695500,0,0,0,0,0,1
1093149277,1,1372613649,9,0,0,0,0,1
1199740527,2,794535589,10,0,0,0,0,1
1249271153,5,866211567,6,0,0,0,0,1
1276063418,0,925392155,4,0,0,0,0,1
1315487145,0,171506049,0,0,0,0,0,1
1331719953,1,794535589,18,0,0,0,0,1
1514310371,2,925392155,11,0,0,0,0,1
1518823680,2,1372613649,21,0,0,0,0,1
1526047137,4,380909659,4,0,0,0,0,1
1528175408,0,1425743707,0,0,0,0,0,1
1558091223,0,866211567,0,0,0,0,0,1
1575870665,0,2004290407,1,0,0,0,0,1
1582037391,3,551813071,5,0,0,0,0,1
1650151683,1,1358664318,39,0,0,0,0,1
